character,category,line_id,text,filename,characters
jerome,intro,intro_1_3,You want what Sully left? Tell me you know Downtown. Five questions.,jerome_intro_1_3.mp3,68
jerome,intro,intro_2_1,"Ah, another verse in the O'Brien saga.",jerome_intro_2_1.mp3,38
jerome,intro,intro_2_2,Sully's story isn't finished. You're writing the next chapter.,jerome_intro_2_2.mp3,62
danny,intro_response,intro_jerome_2,I'm Danny. That's a nice way to put it.,danny_intro_jerome_2.mp3,39
colleen,intro_response,intro_jerome_2,Colleen. I prefer action to metaphors.,colleen_intro_jerome_2.mp3,38
fitz,intro_response,intro_jerome_2,Fitz. Every chapter contains clues to the finale. What clues did Sully leave?,fitz_intro_jerome_2.mp3,77
meg,intro_response,intro_jerome_2,Meg. I just want to finish this chapter and go home.,meg_intro_jerome_2.mp3,52
jerome,intro,intro_2_3,The verse you write depends on what you know. Five questions.,jerome_intro_2_3.mp3,61
jerome,intro,intro_3_1,You've got Sully's eyes. Full of questions.,jerome_intro_3_1.mp3,43
jerome,intro,intro_3_2,He always asked questions. Never stopped asking.,jerome_intro_3_2.mp3,48
danny,intro_response,intro_jerome_3,I'm Danny. And I've got a lot of questions right now.,danny_intro_jerome_3.mp3,53
colleen,intro_response,intro_jerome_3,Colleen. I have one question. Where's the key?,colleen_intro_jerome_3.mp3,46
fitz,intro_response,intro_jerome_3,Fitz. Questions are the beginning of all knowledge. What did Sully ask you?,fitz_intro_jerome_3.mp3,75
meg,intro_response,intro_jerome_3,Meg. I'm more answers than questions. Usually.,meg_intro_jerome_3.mp3,46
jerome,intro,intro_3_3,Now I'll ask the questions. Five of them. About Downtown.,jerome_intro_3_3.mp3,57
jerome,success,success_1_1,Now that's poetry. Knowledge flowing like verse.,jerome_success_1_1.mp3,48
jerome,success,success_1_2,Sully's key is yours. Write something good with it.,jerome_success_1_2.mp3,51
jerome,success,success_2_1,Beautiful. You know your history.,jerome_success_2_1.mp3,33
jerome,success,success_2_2,Take the key. Sully would've applauded.,jerome_success_2_2.mp3,39
jerome,success,success_3_1,Like a perfect rhyme. Everything in its place.,jerome_success_3_1.mp3,46
jerome,success,success_3_2,Here's your key. Make the next verse count.,jerome_success_3_2.mp3,43
jerome,failure,failure_1_1,That was more free verse than structured poem.,jerome_failure_1_1.mp3,46
jerome,failure,failure_1_2,But every draft can be revised. Try this challenge instead.,jerome_failure_1_2.mp3,59
jerome,failure,failure_2_1,The rhythm was off. The meter was broken.,jerome_failure_2_1.mp3,41
jerome,failure,failure_2_2,One more chance to find your flow. Ready?,jerome_failure_2_2.mp3,41
jerome,failure,failure_3_1,Even the best poets have rough drafts.,jerome_failure_3_1.mp3,38
jerome,failure,failure_3_2,Redemption round. Show me what you've really got.,jerome_failure_3_2.mp3,49
elena,intro,intro_1_1,"You found me. Sully said you would, eventually.",elena_intro_1_1.mp3,47
elena,intro,intro_1_2,The last key. The hardest one. Are you ready?,elena_intro_1_2.mp3,45
danny,intro_response,intro_elena_1,I'm Danny. And I hope so.,danny_intro_elena_1.mp3,25
colleen,intro_response,intro_elena_1,Colleen. I've been ready since the first key.,colleen_intro_elena_1.mp3,45
fitz,intro_response,intro_elena_1,Fitz. Ready is relative. But I'm prepared.,fitz_intro_elena_1.mp3,42
meg,intro_response,intro_elena_1,Meg. Let's find out if I'm ready.,meg_intro_elena_1.mp3,33
elena,intro,intro_1_3,The Seaport is new Boston meeting old. Five questions. No mercy.,elena_intro_1_3.mp3,64
elena,intro,intro_2_1,The final stop. Sully's last test.,elena_intro_2_1.mp3,34
elena,intro,intro_2_2,He trusted you to get this far. Don't disappoint him now.,elena_intro_2_2.mp3,57
danny,intro_response,intro_elena_2,I'm Danny. I'll try not to.,danny_intro_elena_2.mp3,27
colleen,intro_response,intro_elena_2,Colleen. Disappointment isn't in my vocabulary.,colleen_intro_elena_2.mp3,47
fitz,intro_response,intro_elena_2,Fitz. Trust is earned through knowledge. I've collected plenty.,fitz_intro_elena_2.mp3,63
meg,intro_response,intro_elena_2,Meg. I've come too far to fail now.,meg_intro_elena_2.mp3,35
elena,intro,intro_2_3,Final test. Five questions about the Seaport. Give it everything.,elena_intro_2_3.mp3,65
elena,intro,intro_3_1,So close now. One key left.,elena_intro_3_1.mp3,27
elena,intro,intro_3_2,Sully picked me for a reason. This won't be easy.,elena_intro_3_2.mp3,49
danny,intro_response,intro_elena_3,I'm Danny. Nothing about this has been easy.,danny_intro_elena_3.mp3,44
colleen,intro_response,intro_elena_3,Colleen. Easy is boring anyway.,colleen_intro_elena_3.mp3,31
fitz,intro_response,intro_elena_3,Fitz. Easy answers hide shallow truths. I prefer depth.,fitz_intro_elena_3.mp3,55
meg,intro_response,intro_elena_3,"Meg. Easy was never the point, was it?",meg_intro_elena_3.mp3,38
elena,intro,intro_3_3,Five questions. The hardest ones yet. Ready?,elena_intro_3_3.mp3,44
elena,success,success_1_1,You did it. The last key.,elena_success_1_1.mp3,25
elena,success,success_1_2,Sully would be so proud. Now finish what he started.,elena_success_1_2.mp3,52
elena,success,success_2_1,Impressive. All the way to the end.,elena_success_2_1.mp3,35
elena,success,success_2_2,Take it. You've earned everything that comes next.,elena_success_2_2.mp3,50
elena,success,success_3_1,The final piece. You actually made it.,elena_success_3_1.mp3,38
elena,success,success_3_2,Sully's legacy is in good hands.,elena_success_3_2.mp3,32
elena,failure,failure_1_1,So close. But not quite there.,elena_failure_1_1.mp3,30
elena,failure,failure_1_2,One more chance. The redemption challenge. It's your only shot.,elena_failure_1_2.mp3,63
elena,failure,failure_2_1,This close to the end... and stumbling.,elena_failure_2_1.mp3,39
elena,failure,failure_2_2,Sully would give you another try. So will I.,elena_failure_2_2.mp3,44
elena,failure,failure_3_1,You've come too far to fail here.,elena_failure_3_1.mp3,33
elena,failure,failure_3_2,Redemption round. Make it count.,elena_failure_3_2.mp3,32
